"Devotional Song Lyrics
",Devotional Song Meaning
"Sundara Sundara SaiSundara
Sundara Nanda Gopala
Gopala Sai Gopala
Murali Madhava Mohana Roopa
Munijana Manasa Chora
Chitha Chora MaakhanChora
","Salutations to the enchanting Lord Sai Gopala, the son of Nanda, the one who loves the music of the flute, the one who steals butter as well as the hearts of sages.
"
"Sundara Sundara Vinayaka
Shubha Mangala Dayaka Vinayaka
Vighna Koti Hara Vimala Gajanana
Sakala Vighna Hara Sai Gajanana
Eshwari Nandana Parthi Gajanana
Jai Jai Ganesha Jai Sri Ganesha (4)
","Lord Ganesha who is very beautiful, who bestows everything good and auspicious. HE is the remover of millions of obstacles that come in our way. He is Sai Gajanana (Another name for Lord Ganesha meaning Elephant faced) who resides in Parthi.
"
"Sundara Vadana Gopala
Nayana Sunayana Hey Nandalala
Meera Ke Prabhu Giridhara Bala
Radha Jeevana Sai Gopala
","Oh Lord Sai Gopala, you are most enchanting, with beautiful eyes Oh son of King Nanda, Lord of Meera and the beloved of Radha, our salutations to you.
"
"Sundara Vadana Sarasija Nayana
Parthi Puri Bhagawan
Jagat Paripala Prashanthi Nilaya
Tum Ho Merey Bhagawan
Daya Karo Bhagawan
Krupa Karo Bhagawan
Parthi Pureesha Hey Bhuvanesha
Raksha (Sai Krupa) Karo Bhagawan
","Oh Lord of Parthi with eyes like Lotus and who has a beautiful face who protects and sustains the world and who resides in Prashanthi Nilayam, You are my Lord. Please have compassion on me and shower your grace on me Oh Lord of Parthi and Lord of the World.
"
"Sundara Vadani Suguna Manohari
Manda Haasa Mukha Shashi Vadani
Chandana Kumkuma Alankruta Vadani
Sai Maheshwari Raja Rajeshwari
Om Shakthi Om Om Shakthi Om Om Shakthi Om Om Shakthi Om (2)
","Chant the name 'Om Shakthi Om' repeatedly which extols Mother as Maheshwari, virtuous Goddess of Emperors, having a blissful smile with the Sandal paste and vermillion on her beautiful face.
"
"Sundari Soundari Suguna Manohari
Shankari Sambhavi Sayeeshwari (2)
Nitya Niranjani Niramayi
Ranjani Rakshaki Sathya Sayeeshwari
","The Divine Mother is beauty personified, highly virtuous, consort of Shankara, ever blemishless, the one who protects Her devotees is none other than Sathya Sayeeshwari.
"
"Suramuni Vanditha Vinayaka
Ananda Dayaka Vinayaka
Hey Shiva Nandana Shubhanana
Paahi Ganesha Vinayaka
Paahi Ganesha Paahi Ganesha Paahi Ganesha Vinayaka (2)
","Salutations to you Oh Lord Vinayaka, son of Lord Shiva. You are worshipped by all gods and sages and you bestow happiness to all.
"
"Swagatham Swagatham Sri Sathya Paahi Suswagatham
Prashanthi Nilayam Paramatma Roopam
Parthi Pureesham Suswagatham |Swagatham Swagatham...|
Sathya Swaroopam Sadguru Natham
Dharma Swaroopam Suswagatham
","Oh Lord Sathya Sai a very warm welcome to you, Oh Lord of Prashanthi Nilaya and personification of the Divine Atma (Higher Self or Higher Conscience), welcome to you the Lord of Parthi Oh Sadguru, the embodiment of Truth and Righteousness, a very warm welcome to you.
"
"Swamiyey Sharanam Sharanam Ayyappa (2)
Sayeesha Sharanam Sharanam Sayeesha (2) |Swamiyey Sharanam...|
Shabari Giri Vasa Dharma Shastha
Parthi Puri Vasa Dharma Rakshaka
Mohini Bala Pampa Vasa
Eshwari Bala Chithravathi Vasa
Bhaktha Samrakshaka Kali Avatara (2)
Swamiyey Sharanam Sharanam Ayyappa (3)
Sharanam Sharanam Ayyappa (2)
","I surrender myself to thee O Lord Ayyappa, son of Mohini, who has incarnated to establish righteousness on Earth residing on the hills of Shabari near the river Pampa. I surrender myself to Lord Sayeesha son of Mother Eshwaramba residing on the banks of river Chitravathi, the incarnation of this Kali age who has taken the vow to protect His devotees.
"
"Teertha Vittala Kshetra Vittala
Deva Vittala Pooja Vittala |Teertha Vittala...|
Sai Vittala Baba Vittala
Bandhu Vittala Guravey Vittala
Vittala Vittala Sri Hari Vittala
Vittala Vittala Panduranga Vittala
Vittala Vittala Pandari Natha Vittala
Vittala Vittala Sai Hari Vittala
","Chant the name of the Lord Panduranga Vittala, the Lord who resides in all holy places, the God you worship, who is your preceptor, kith and kin and who is none other than Sai Hari.
"
"Terey Darshana Ko Mera Mana Tarasey
Gopala Darshana Do Nandalala
Neeraja Lochana Hey Guna Dhama
Peetambara Dhara Hey Ghana Shyama
Darshana Do Darshana Do Nandalala |Gopala Darshana|
","Oh Lord Gopala (Krishna) the virtuous one with lotus eyes, wearing the yellow clothes, please give your vision me, my heart is pining for you.
"
"Terey Siwa Prabhu Koi Nahin Hai Tuj Ko Mera Pranam
Tuj Ko Mera Pranam O Sai Baba Tuj Ko Mera Pranam
Murali Manohara Asha Na Todo
Dukh Bhanjana Mera Sath Na Chodo
Dwar Khada Hoon Main Dukhiyara
Sun Ley Meri Pukar O Sai Baba Sun Ley Meri Pukar
","Oh Lord there is nobody for me except you, please accept my salutations. Oh beautiful Lord Krishna (Murali Manohara) do not disappoint me, Oh destroyer of sorrows, do not leave me. I am standing at your door with sorrowful mind. Please listen to my cries Oh Sai Baba.
"
"Tirumala Vasa Tirupati Esha
Devadi Deva Govinda
Pushkarini Thata Vasa Srinivasa
Punya Murthy Sathya Sai Govinda
Govinda Govinda Tirupati Vasa (Parthi Nivasa) Govinda
","Salutations to you Oh Lord Govinda, Lord of Virtues, who has Tirumala Hills at Tirupati as your abode on the banks of sacred Pushkarini.
"
"Tirumalesha Ramana Govinda
Parthi Puri Ramana Sayeesha |Tirumalesha Ramana...|
Gangadhara Hara Pannaga Bhooshana
Sri Nilaya Hari Kaustubha Dhari
Hari Hara Roopa Sri Venkatesha
","Oh Lord Sayeesha the beloved Lord of Parthi, you are the Lord Govinda the beloved Lord of Tirumala and Lord Shankara holding river Ganges on the head and adorning serpent as an ornament. You are the one who wears the Kaustubha jewel and you are Lord Venkatesha who is the embodiment of Hari (Vishnu) and Hara (Shiva).
"
"Tribhuvana Pala Shirdi Pureesha
Araj Suno Merey Baba
Deena Janon Ke Tum Rakhwaley
Shyama Manohara Muraliwale
In Aankhon Ke Pyaas Bujhadey
Darshana Do Parthi Baba |Araj Suno...|
","Oh Lord of Shirdi, who sustains of the three worlds, guardian of the helpless, who has an enchanting form with the flute, in His hand. Oh Lord, pay heed to our prayers and satiate our hunger for your vision Oh Lord of Parthi.
"
"Trilochana Hey Tripurari
Ganga Jatadhara Gowri Shankara |Trilochana...|
Paahi Murari Jaya Partheesha
Nandi Vahana Nagabharana
","Oh Lord of Parthi, protect us, you are none other than Lord Shankara who is the Consort of Mother Gowri and the Lord of the three worlds. You are the three eyed Lord Shankara who adorns snake as an ornament, who rides on a Bull (Nandi).
"
"Triloka Palaka Trishoola Dharaka
Trilochana Harey Bala Shiva
Shibey Jata Joota Kantey Kalakoota
Chidambaresha Natana Shiva
","Lord Shiva sustains the three worlds, three eyed and holds Trident, as the weapon, is young, having matted hair, is the presiding Lord of dance at the temple town Chidambaram.
"
"Triloka Palini Jagadeeshwari
Sadananda Roopini Sayeeshwari |Triloka Palini...|
Karunya Lavanya Kadambari
Partheeshwari Amba Shiva Shankari
","Oh mother Sayeeshwari, the protector of the three worlds, one who is always blissful, compassionate and beautiful, the mother of Parthi, the consort of Shiva, our salutations to you.
"
"Tripura Sundari Ma Amba Daya Sagari Ma
Sundara Vadani Ma Amba Suguna Manohari Ma
Jaya Jagat Janani Ma Amba Jagadodharini Ma
Parthi Nivasini Ma Amba Paapa Vimochani Ma
","Oh mother of Parthi you are the most beautiful in all the three worlds, you are the ocean of compassion, full of virtues you are the mother who liberates the world and frees us from our sins.
"
"Tripurari Shiva Shankara
Naga Bhooshana Naga Bharana |Tripurari Shiva...|
Omkaareshwara Namah Shivaya
Mahakaleshwara Namah Shivaya
","Oh Lord Shiva (also called Shankara), the slayer of Demon Tripura, the one who wears the serpent as ornament, the personification of the primordial sound ""OM"", the Lord Mahakala (Shiva's another name) I offer my salutation to you.
"
"Tu Hai Anatha Bandhu
Karuna Sindho Sri Sai Bhagawan |Tu Hai...|
Dukh Aur Dard Ko Door Karo
Sukh Ke Karana Dukh Ke Nivaran
Main Kya Janoon Teri Leela (Mahima)
Mamata Maya Mey Sab Hai Andhera (2)
","Lord Sai is the friend of the forlorn and HE is full of compassion. How can we ever know your grandeur, Oh Sai ? You are the cause of happiness and remover of sorrow when we are stooped in the darkness of ignorance ?
"
"Tulasi Mala Dhaari Krishna
Tunga Teera Vihari Krishna |Tulasi Mala Dhaari...|
Gopi Manasa Gopala Krishna
Gopala Krishna Gopala Krishna |Gopi Manasa...|
Govinda Govinda Sai Krishna
","Chant the names of the Lord Gopala Krishna, Govinda Krishna the one who has worn the Tulasi garland and has installed Himself on the banks of River Tunga and has captured the minds of the Gopikas.
"
"Tum Bin Pran Nahin O Sai Merey
Sab Bhakthon Ka Tu Hai Sahara
Rahim Kaho Raghu Rama Kaho |Tum Bin...|
Nanak Yesu Mahaveera Shiva Shankara Premavatara Sai Ram
Tum Ho Merey Pran O Sai Merey
Tu Hai Sai Bhagawan
","Oh compassionate Lord Sai Ram, Lord Shankara you are also none other than Guru Nanak, Yesu and Mahaveera. Lord Sai, we adore You as personification of Love, the basis of all faiths. Chant, Ram, Rahim, Nanak, Yesu, Mahaveer. Oh Sai there would be no life without You.
"
"Tum Ho Anatha Nath Bhagawan
O Sai Merey Prana Sakha Bhagawan
Mata Pitha Guru Bandhu Tum Ho
Bhaktha (Deena) Sakha Bhagawan
Bhagawan Bhagawan (2)
Prana Sakha Bhagawan (O Sai Merey)
","Oh Sai Bhagawan, You are the Lord of the forlorn, closest friend for your devotees. You are everything, the Mother, Father, preceptor and even the kith and kin.
"
"Tum ho Daata Sai Shankara
Hum Ko Deejo Ananda Baba |Tum Ho Daata...|
Aao Shankara Anatha Natha
Deejo Darshana Deena Natha
","Oh Lord Sai Shankara you are the one who bestows everything. We pray that you give us the eternal bliss. Please come and give vision Oh Lord Shankara, to the helpless and downtrodden.
"
"Tum Ho Merey Bhagawan (Baba)
Parthi Pureesha Sri Sai Natha
Shirdi Pureesha Hey Jagannatha |Tum Ho...|
Prashanthi Vasa Sri Sai Natha
Purana Purusha Hey Jagannatha
","Oh Lord Sai, who was the Lord of Shirdi and now is the Lord of Parthi and is also Lord of the world and the Lord who was mentioned in great Epics (Puranas) like Mahabharata, Ramayana etc., you are my Lord.
"
"Tum Ho Merey Bhagawan O Sai
Tum Ho Merey Atma Ram |Tum Ho|
Allah Tum Ho Eshwar Tum Ho
Nanak Sai Yesu Tum Ho
Sab Dharmon Ke Sai Tum Ho
Jai Sai Ram Bolo Jai Sai Ram (2)
Jai Sai Ram Bolo Jai Sai Ram (2)
","Salutations to Sai Ram who is the Rama residing in our Atma (Higher Conscience or Higher Self). He is Allah, Eshwar, Nanak, Yesu and belongs to all faiths.
"
"Tum Ho Prabhu Ghana Shyam O Sai
Parthi Vihari Shyama Murari |Tum Ho...|
Meera Ke Prabhu Giridhara Naagara
Natawara Sundara Shyama Murari
Charana Kamala Balihaari Murari
","You are the Lord Krishna (Ghana Shyam) of the colour of dark thick clouds, who slayed demon Mura, the supreme actor, enchanting, extolled by devotee Meera as Giridhara Naagara (Lifted the mountain Mandara, dexterously). I offer myself at your Lotus feet Oh Lord.
"
"Tum Ho Ram Tum Ho Shyam
Bhakthon Ke Pran Bhagawan Sai Ram
Sita Ram Radhey Shyam
Eka Prabhu Sai Ram Bhagawan |Bhakthon Ke|
","Oh Sai, you are the very life of your devotees, all forms blended in one, though known as Sita Ram and Radhey Shyam.
"
"Tum Ho Shyam Ram Rahim (Baba)
Ram Rahim Shyama Rahim |Tum Ho...|
Allah Yesu Buddha Mahaveera
Nanak Sai Zohrashtra Bhi Ho
Sarva Dharma Priya Sai Narayana (Shankara)
Tum Ho Shyam Ram Rahim
Ram Rahim Shyam Rahim (3)
","You are the Lord of every religion Oh Sai. Devotees adore you as Ram, Rahim, Allah, Yesu, Buddha, Mahaveera, Nanak, Zohrashtra, Narayana and Shankara.
"
"Tum Ho Vighna Vinasha Ganesha (3)
Parvathi Nandana Paahi Gajanana
Pranava Swaroopa Parthi Pureesha
Paahi Ganesha Vighna Vinasha
","Protect me Oh Lord Ganesha, the destroyer of all obstacles, the son of Parvathi, the embodiment of primordial sound ""OM"" and the Lord of Parthi.
"
"Tumhey Namaskar Sai Baba Tumhey Namaskar Sai Baba
Pranam Mera Sweekar Bhagawan Parthi Puri Sai Deva |Tumhey Namaskar|
Hey Shiva Lingadhaari Baba Hey Ananda Daayi Baba |Pranam Mera|
Hey Vibhuti Sundara Baba Tum Ati Sundara Sai Baba (2)
","Accept our repeated obeisances Oh Bhagawan Sai Baba, the Lord of Parthi, the one who adorns the Shivalinga, giver of supreme bliss. You smear yourself with Vibhuti (Holy Ash) and you are the most beautiful Sai.
"
"Uma Maheshwara Kumara Ganapathi
Namami Gajamukha Daya Nidhey
Bhaktha Jana Priya Sai Ganesha (2)
Bala Gajanana Krupa Nidhey (2)
","I bow to the elephant faced Lord Ganesha, with His entire family, parents Uma (Parvathi) and Maheshwara (Shiva) and brother Kumara (Lord Muruga). The Lord of Ganas (attendants of Lord Shiva) is dear to His devotees and is the repository of benevolence.
"
"Vahey Guru Vahey Guru Vahey Guru Bol Sathya Naam Sathya Naam Sathya Naam Bolo |Vahey Guru| Govinda Bolo Gopala Bolo Radha Ramana Hari Govinda Bolo Shirdi (Parthi) Pureeshwara Sri Sai Bol |Sathya Naam|
","Chant the names of Vahey Guru, Sathya Sai, Govinda, Gopala the Lord of Radha and Shirdi Sai
"
"Vahey Guru Vahey Guru Vahey Guru Ji Bolo
Sathya Naam Sathya Naam Sathya Naam Jai Bolo
Nitya Nitya Japiyey Terey Naam Jai Bolo |Sathya Naam|
Ram(a) Ram(a) Ram(a) Ram(a) Ram(a) Ram(a) Jai Bolo
Nitya Nitya Japiyey Rama Naam Jai Bolo
Krishna Krishna Krishna Krishna Krishna Krishna Jai Bolo
Nitya Nitya Japiyey Krishna Naam Jai Bolo
Govinda Jai Jai Gopala Jai Jai
Radha Ramana Hari Govinda Jai Jai
Govinda Jai Jai Gopala Jai Jai (2)
Radha Ramana Hari Govinda Jai Jai
","Always chant the names of Vahey Guru (Guru Nanak), Rama, Krishna and Govinda the beloved of Radha.
"
"Vaidehi Priya Vaikunta Rama
Ahalyodharaka Rama
Raghu Vara Janani Janaki Rama
Lakshmana Sevitha Lavanya Rama
Dasharatha Nandana Rama |Raghu Vara|
","Salutations to you Oh Lord Rama of Vaikunta, beloved of Vaidehi/Janaki (Other names of mother Sita) the liberator of Ahalya, worshipped by Lakshmana, son of Dasharatha and the Lord of the Raghu dynasty.
"
"Vaikuntapathey Narayana
Varija Nayana Narayana |Vaikuntapathey Narayana|
Vakshasthala Kaustubha Mani Bhooshita
Shankha Chakra Peetambara Shobhita
Narayana Hari (Sai) Narayana
","Salutations to Lord Narayana, who resides in Vaikunta, who has eyes in the shape of lotus, with the Kaustubha jewel on his chest and is adorned with Shanka (Conch) Chakra (Disc) and auspicious dress (Yellow and Orange colours.)
"
"Vaikuntapathey Sai Harey
Vyjayanthi Mala Dhari |Vaikuntapathey Sai...|
Hari Govinda Hari Gopala (3)
Vara Godavari Teera Vihari
","The Lord Sai of Vaikunta, who wears the Vyjayanthi garland (A necklace worn by Lord Narayana as a sign of victory), the Lord Hari and Govinda who strolls on the banks of Godavari.
"
"Vaishnavi Ma Varahi Ma
Vishweshwari Ma Vani Ma |Vaishnavi Ma...|
Shakthi Swaroopini Sai Ma
Shanthi Pradayini Santoshi Ma (Pra)
","Salutations to the Mother Vaishnavi also known as Santoshi, the mother of the world, the personification of Shakthi and the giver of peace.
"
"Vakratunda Mahakaya Sri Ganesha Paahi Maam
Vighna Raja Vighna Nasha Vighneshwara Paahi Maam |Vakratunda Mahakaya...|
Paahi Maam Karunakara Paahi Maam Jagadeeshwara |Vighna Raja|
","Protect us Oh compassionate Lord Ganesha, Lord of the world, with your contorted body you destroy the obstacles in life.
"
"Vanamala Shritha Jana Pala
Darshanam Ivvayya Gopala (Sai)
Goparipala Gopi Lola
Radha Manasa Giridhara Bala
Giridhara Bala Raasa Vilola (Radha Lola) (2)
","Oh Gopala, the protector of good and the pious, who adorns the garland of forest flowers, grant us Your vision. You are the protector of the cows. You occupy the thoughts of Radha, you are the one who protected the devotees by lifting the Mandara Mountain and the one who performed the celestial dance.
"
"Vanamali Brinda Vanamali Krishna (2)
Vanamali Brinda Vanamali
Kalinga Narthana Kamsadi Mardhana
Radha Hrudaya Nivasa Harey Krishna
","Oh Krishna, the one who adorns the garland of forest flowers grown in Brindavan. You are the one who put an end to the poisonous snake Kalinga, annihilated wicked Kamsa and you dwell in the heart of Radha.
"
"Vanamali Radha Ramana Giridhari Govinda
Neela Megha Sundara Narayana Govinda |Vanamali Radha...|
Bhaktha Hrudaya Mandara Bhanu Koti Sundara
Nanda Nanda Gopa Vrinda Narayana Govinda
Narayana Govinda (9)
Narayana Narayana Narayana Govinda (2)
Narayana Govinda (3)
","Chant the names of Govinda, also called the Giridhari, beloved of Radha, the wearer of garland of forest flowers, the beautiful and dark blue Narayana, who is like the Mandara flower in the hearts of his devotees, who is beautiful and effulgent like a million Suns, the son of Nanda and one among the cowherds.
"
"Vanamali Vasudeva Jaganmohana Radha Ramana
Jaganmohana Radha Ramana (2)
Shashi Vadana Sarasija Nayana Jaganmohana Radha Ramana (3)
Radha Ramana Radha Ramana (4)
","Oh Lord Krishna, adorning the garland made of forest flowers you attract all minds and the whole world. Your charming bright face like a shining moon and eyes like lotus are admired by Radha.
"
"Vanamali Vedodhara
Vaikuntapathey Narayana
Giridhari Gaana Manohara
Garuda Vahana Narayana (4) |Vaikuntapathey Narayana|
","Oh Lord the one who adorns the garland made of forest flowers, the one who protects and nourishes the Vedas, you are Narayana the Lord of Vaikunta, the one who lifted the Govardhana mountain to protect your devotees and the one who relishes the sweetness of divine music.
"
"Vande Sai Sadguru Charanam
Pavana Charanam Pankaja Charanam |Vande Sai...|
Brahmananda Swaroopa Manoharam
Paramananda Swaroopa Smaranam
Jagadodharana Shanthi Sadanam
Sai Charanam Paapa Haranam |Pavana Charanam...|
","Let us offer our obeisance at the sacred lotus feet of the benevolent Guru, Sai, the very embodiment of supreme and highest bliss and up-lifter of the down trodden.
"
"Vande Uma Nandanam Gajananam
Suramuni Sevitha Sumukha Gajananam |Vande Uma...|
Vidya Dayaka Buddhi Pradayaka
Siddhi Vinayaka Paahi Gajananam
","Salutations to Lord Gajanana, the son of Uma and the one who is worshipped by sages, who is the giver of knowledge, intellect and boons.
"
